id,question,original_gpt5mini,original_haiku45,original_gpt_confidence,original_claude_confidence,min_confidence,confidence_tier,decision,primary_topic,primary_subtopic,primary_confidence,secondary_primary_topic,secondary_primary_subtopic,secondary_primary_confidence,all_relevant_subtopics,reasoning,is_dual_modal,status
86,"5. Have you ever had a credit card account in your name? Include major credit cards such as a MasterCard or Visa, and credit cards through retailers, such as Kohl’s, Walmart, or Amazon. Please do not include debit cards or gift cards.",Social.Crime,Economic.Income,0.85,0.7,0.7,low,pick_gpt5mini,Social,Crime,0.85,,,,"[""Social.Crime"", ""Economic.Income""]","This question is from the Identity Theft Supplement survey, making its primary purpose clearly about crime (identity theft). While credit cards relate to economic activity, the question's context is explicitly about establishing whether someone has credit accounts that could be targets for identity theft, not about measuring income or economic status. The survey context determines the primary categorization.",False,arbitrated
20,"When you attend school in person, how do you get to school most of the time this school year?",Economic.Commute/Commuting,Social.Schools,0.9,0.75,0.75,medium,pick_haiku45,Social,Schools,0.85,,,,"[""Social.Schools"", ""Economic.Commute/Commuting""]","This question is fundamentally about school attendance patterns and student behavior within an educational context, making it primarily a Social/Schools question. While the mode of transportation is mentioned, the question's purpose is to understand school-related logistics for students attending in person, not to study commuting patterns for workers or economic transportation behavior. The context (School Crime Supplement survey asking students about their school attendance) clearly situates this as an educational/social inquiry rather than an economic commuting study.",False,arbitrated
21,"When you attend school in person, how do you get home from school most of the time this school year?",Economic.Commute/Commuting,Social.Schools,0.9,0.75,0.75,medium,pick_haiku45,Social,Schools,0.85,,,,"[""Social.Schools"", ""Economic.Commute/Commuting""]","This question is fundamentally about school attendance patterns and student behavior within an educational context, making it primarily a Social/Schools question. While the mode of transportation is mentioned, the question's purpose is to understand school-related experiences (specifically from the School Crime Supplement survey context), not to analyze commuting patterns for economic or transportation planning purposes. The commuting aspect is a secondary detail serving the primary educational research objective.",False,arbitrated
25,"Does your school have a code of student conduct, that is, a set of written rules or guidelines that the school provides to you?",Social.Schools,Social.Crime,0.9,0.85,0.85,medium,pick_gpt5mini,Social,Schools,0.92,,,,"[""Social.Schools"", ""Social.Crime""]","This question is fundamentally about school policies and administrative practices (codes of conduct, written rules), making it primarily a Schools question. While the survey context is crime-related (School Crime Supplement), the specific question asks about the existence of a student conduct code, which is a standard school administrative feature. The crime context is secondary to the core question about school rules and governance.",False,arbitrated
27,"In your classes, how often are you distracted from doing your schoolwork because other students are misbehaving, for example, talking or fighting?",Social.Schools,Social.Crime,0.9,0.8,0.8,medium,pick_gpt5mini,Social,Schools,0.92,,,,"[""Social.Schools"", ""Social.Crime"", ""Social.Education""]","This question is fundamentally about the school environment and classroom dynamics affecting educational experience. While the question mentions 'misbehaving' and comes from a crime victimization survey, the core focus is on classroom disruptions and their impact on schoolwork, making 'Schools' the most accurate primary subtopic. The mention of student misbehavior (talking, fighting) is contextual detail about the type of classroom distraction, not a focus on crime victimization itself.",False,arbitrated
28,"Thinking about your school, would you strongly agree, agree, disagree, or strongly disagree with the following...? The school rules are fair. The punishment for breaking school rules is the same no matter who you are. The School rules are strictly enforced. If a school rule is broken, students know what kind of punishment will follow. Teachers treat students with respect.",Social.Schools,Social.Crime,0.9,0.85,0.85,medium,pick_gpt5mini,Social,Schools,0.92,,,,"[""Social.Schools"", ""Social.Crime""]","While this question is from the School Crime Supplement survey, the actual questions ask about school rules, enforcement, fairness, and teacher-student relationships—all core aspects of the school environment itself. The survey context relates to crime victimization, but these specific questions measure school climate and institutional characteristics, making 'Schools' the primary subtopic. Crime is contextually relevant but not what these questions directly measure.",False,arbitrated
123,"42. The misuse of personal information affects people in different ways. Next, I would like to ask you some questions about how misuse of your personal information may have affected you. Did the misuse of your personal information lead you to have significant problems with your job or schoolwork or trouble with your boss, co-workers, or peers?",Social.Occupation,Social.Crime,0.85,0.85,0.85,medium,pick_haiku45,Social,Crime,0.9,,,,"[""Social.Crime"", ""Social.Occupation"", ""Social.Education""]","This question is fundamentally about the consequences of identity theft (a crime) on various life domains. The primary focus is measuring the impact of criminal victimization, which makes 'Crime' the appropriate primary subtopic. While the question mentions job and school effects, these are secondary outcome measures of the crime's impact, not the primary subject of inquiry. The question stems from an Identity Theft Supplement survey, clearly positioning this within crime victimization research.",False,arbitrated
124,"43. Did the misuse of your personal information lead you to have significant problems with family members or friends, including getting into more arguments or fights than you did before, not feeling you could trust them as much, or not feeling as close to them as you did before?",Social.Household,Social.Crime,0.9,0.87,0.87,medium,pick_haiku45,Social,Crime,0.88,,,,"[""Social.Crime"", ""Social.Household""]","This question is from the Identity Theft Supplement and specifically asks about consequences stemming from identity theft/misuse of personal information, which is a crime. While the impacts mentioned (relationships with family/friends) relate to household and social relationships, the primary focus is measuring the downstream effects of criminal victimization. The question cannot be understood without the crime context—it's asking about problems that resulted from the criminal act of identity theft.",False,arbitrated
126,45. Did you feel any of the following ways for A MONTH OR MORE because of misuse of your personal information? a. Worried or anxious? b. Angry? c. Sad or depressed? d. Vulnerable? e. Violated? f. Like you couldn’t trust people? g. Unsafe? h. Some other way?,Social.Disability,Social.Crime,0.75,0.9,0.75,medium,pick_haiku45,Social,Crime,0.9,,,,"[""Social.Crime"", ""Social.Disability""]","This question is from the Identity Theft Supplement and asks about emotional/psychological impacts resulting from identity theft (misuse of personal information), which is a crime. While the question measures mental health impacts (worried, anxious, depressed), these are consequences of the criminal act, not a disability assessment. The primary focus is on victimization from identity theft crime, making Social.Crime the correct categorization.",False,arbitrated
133,"52. What is the approximate total dollar value of what someone obtained when they misused your personal information ? Include the value of goods, services, credit, loans, cash, and anything else the person may have obtained.",Economic.Expenses,Social.Crime,0.85,0.85,0.85,medium,pick_haiku45,Social,Crime,0.9,,,,"[""Social.Crime"", ""Economic.Expenses""]","This question is from an Identity Theft Supplement survey and asks about the dollar value of losses from identity theft/fraud, which is fundamentally a crime measurement question. While the question quantifies financial impact (which has economic dimensions), the primary purpose is to measure the scope and severity of criminal victimization. The financial value is a metric of the crime's impact, not an economic transaction or expense category in the traditional Census sense.",False,arbitrated
125,"44. How distressing was the misuse of your personal information to you? Was it not at all distressing, mildly distressing, moderately distressing, or severely distressing?",Social.Disability,Social.Crime,0.6,0.89,0.6,low,pick_haiku45,Social,Crime,0.92,,,,"[""Social.Crime""]","This question is from the Identity Theft Supplement and asks about the emotional impact of identity theft/misuse of personal information, which is clearly a crime-related topic. Identity theft is a criminal act, and this question measures the victim's psychological response to that crime. The gpt-5-mini categorization of 'Disability' is incorrect - while the question asks about distress levels, it is not asking about physical or mental disabilities but rather the emotional impact of being a crime victim.",False,arbitrated
134,"53. Of this that was obtained during misuse of your personal information, how much of that money did you personally lose? That is, how much did you lose that was not covered or reimbursed by insurance, bank, or credit card company?",Economic.Expenses,Social.Crime,0.9,0.85,0.85,medium,pick_haiku45,Social,Crime,0.88,,,,"[""Social.Crime"", ""Economic.Expenses""]","This question is from the Identity Theft Supplement and explicitly asks about financial losses resulting from identity theft, which is a crime. While the question measures a monetary amount (expenses/losses), the primary focus is on victimization from criminal activity. The financial loss is the measured outcome of the crime, making Social.Crime the appropriate primary categorization, with Economic.Expenses as a relevant secondary concept.",False,arbitrated
135,"54a. Other than the costs you already told me about, , how much, IF ANY, additional costs did YOU incur as a result of misuse of your personal information? Include costs for things such as legal fees, overdraft fees, and any miscellaneous expenses, such as postage, phone calls, or notary fees. Do not include lost wages. 54b. How much, IF ANY, costs did YOU incur during misuse of your personal information? Include costs for things such as legal fees, overdraft fees, and any miscellaneous expenses, such as postage, phone calls, or notary fees. Do not include lost wages.",Economic.Expenses,Social.Crime,0.9,0.8,0.8,medium,dual_modal,Economic,Expenses,0.85,Social,Crime,0.85,"[""Economic.Expenses"", ""Social.Crime""]","This question genuinely spans two topics equally and cannot be accurately categorized with a single primary. The question specifically asks about financial costs (Economic.Expenses) that resulted FROM identity theft, which is a crime (Social.Crime). The entire premise requires both elements: it's measuring the economic impact of a specific criminal victimization. Unlike questions where crime context is merely incidental, here the crime is the causal event being studied, and the expenses are the measured outcome - neither can be considered secondary to the other in this research design.",True,arbitrated
136,55. Have you been successful in clearing up all of the financial and credit problems associated with misuse of your personal information?,Economic.Expenses,Social.Crime,0.75,0.85,0.75,medium,pick_haiku45,Social,Crime,0.9,,,,"[""Social.Crime"", ""Economic.Expenses""]","This question is fundamentally about identity theft, which is a crime, making Social.Crime the primary categorization. While the question mentions 'financial and credit problems' as consequences of the crime, the core subject is the resolution of identity theft victimization. The financial impacts are secondary effects of the criminal act, not the primary focus of the question.",False,arbitrated
137,56. How long did it take you to clear up all of the financial and credit problems associated with the misuse after you discovered it?,Economic.Expenses,Social.Crime,0.75,0.85,0.75,medium,pick_haiku45,Social,Crime,0.9,,,,"[""Social.Crime"", ""Economic.Expenses""]","This question is from an Identity Theft Supplement survey and asks about the time required to resolve problems after identity theft was discovered. The primary focus is on the crime of identity theft and its resolution process, making Social.Crime the correct categorization. While financial/credit problems are mentioned as consequences, they are the impact of the crime rather than the question's primary focus. The question fundamentally measures the burden and recovery timeline from a criminal act.",False,arbitrated
185,ASSIST_NOTREPORT ASSIST_NOTREPORTSP Q21. What was the reason these unwanted contacts or behaviors were not reported to the police?,Government.Police,Social.Crime,0.85,0.93,0.85,medium,pick_haiku45,Social,Crime,0.9,,,,"[""Social.Crime"", ""Government.Police""]","This question asks about reasons for NOT reporting victimization/unwanted contacts to police, which is fundamentally about crime victimization behavior and reporting patterns. While police are mentioned as the potential recipient of reports, the core subject is understanding victim behavior and crime reporting dynamics, which falls under Social.Crime. The question is from a victimization survey focused on crime experiences, not police operations or government services.",False,arbitrated
138,57. How many hours clearing up financial or credit problems associated with misuse of your personal information?,"Economic.Hours/Week, Weeks/Year",Social.Crime,0.9,0.85,0.85,medium,pick_haiku45,Social,Crime,0.88,,,,"[""Social.Crime"", ""Economic.Hours/Week, Weeks/Year""]","This question is fundamentally about identity theft, which is a crime. The question asks about time spent dealing with consequences of criminal activity (misuse of personal information). While 'hours' is mentioned as a unit of measurement, the substantive focus is on the impact of identity theft crime, not on work hours or employment time patterns. The primary topic is the crime and its aftermath, not time allocation in an economic context.",False,arbitrated
186,"ASSIST_YESREPORT ASSIST_YESREPORTSP Q22. During the past 12 months, who reported these unwanted contacts or behaviors to the police? Anyone else?",Government.Police,Social.Crime,0.85,0.93,0.85,medium,pick_haiku45,Social,Crime,0.9,,,,"[""Social.Crime"", ""Government.Police""]","This question is fundamentally about victimization and unwanted contacts/behaviors, which are crime-related phenomena tracked in the Supplemental Victimization Survey. While the question asks about reporting to police, the primary focus is on crime victimization experiences and reporting behavior. The police are the mechanism of reporting, not the subject of study—this is a crime survey asking about victim behavior, making Social.Crime the appropriate primary categorization.",False,arbitrated
217,"ACTION_SOCIAL Losing your social network, peers, or friends?",Social.Household,Social.Crime,0.85,0.91,0.85,medium,new_concept,Social,Children,0.95,,,,"[""Social.Children"", ""Social.Household""]","This question is from the National Survey of Children's Health (NSCH) and asks about children losing their social network, peers, or friends. The most appropriate subtopic is 'Children' within the Social topic, as it directly addresses a child-specific social issue. While 'Household' (gpt-5-mini) is tangentially related and 'Crime' (haiku-4-5) is incorrect, neither captures that this is specifically about children's social relationships and well-being.",False,arbitrated
194,"Q28c. You reported that you sought services from an office or agency that assists victims of crime, but did not receive them. Why did you not receive these services? Was it because… ASSIST_AREA Services were not available in your local area?",Government.Local Government,Social.Crime,0.9,0.85,0.85,medium,pick_haiku45,Social,Crime,0.88,,,,"[""Social.Crime"", ""Government.Local Government""]","This question is fundamentally about crime victimization services and barriers to accessing them, making Social.Crime the primary classification. While the question mentions 'local area' service availability which could suggest government service provision, the core subject is victim services in the context of crime victimization. The question is part of a victimization survey focused on crime victims' experiences, not government service delivery or operations.",False,arbitrated
195,ASSIST_TRANSPORT You did not have a means of transportation to and from the service provider?,Social.Vehicles,Social.Crime,0.95,0.82,0.82,medium,pick_haiku45,Social,Crime,0.85,,,,"[""Social.Crime"", ""Social.Vehicles""]","This question is from the Supplemental Victimization Survey (SVS), which is explicitly a crime victimization survey asking about barriers to accessing victim services. The context is clearly about crime victims seeking assistance from service providers, making Crime the primary subtopic. While transportation/vehicles is mentioned as a barrier, it's a secondary element describing an obstacle to accessing victim services, not the primary focus of the question.",False,arbitrated
196,ASSIST_CHILDCARE You did not have childcare to go to get services?,Social.Child Care,Social.Crime,0.95,0.82,0.82,medium,pick_gpt5mini,Social,Child Care,0.95,,,,"[""Social.Child Care"", ""Social.Crime""]","This question directly asks about childcare availability as a barrier to accessing services. While the context is a victimization survey (Crime-related), the specific question focuses on childcare access, making Child Care the primary subtopic. The crime context is the survey framework, not the subject of this particular question.",False,arbitrated
199,ACTION_INFO Have you changed your personal information?,Social.Computer & Internet Use,Social.Crime,0.85,0.88,0.85,medium,pick_haiku45,Social,Crime,0.9,,,,"[""Social.Crime"", ""Social.Computer & Internet Use""]","The Supplemental Victimization Survey (SVS) is explicitly a crime victimization survey, making Crime the clear primary subtopic. The question about changing personal information is asked in the context of victimization response behaviors - whether someone took protective action after being victimized. While personal information changes could involve digital contexts, the survey context and question intent are fundamentally about crime victimization responses, not general internet/computer usage patterns.",False,arbitrated
221,"ACTION_SUSPENDED Q40. During the past 12 months, have you been suspended or expelled from school because of these unwanted contacts or behaviors?",Social.Schools,Social.School Enrollment,0.85,0.9,0.85,medium,pick_gpt5mini,Social,Schools,0.88,,,,"[""Social.Schools"", ""Social.School Enrollment"", ""Social.Children""]","This question asks about disciplinary actions (suspension/expulsion) taken by schools, which is fundamentally about school policies and operations rather than enrollment status. 'Schools' is the more appropriate subtopic as it encompasses school-related activities and disciplinary matters, while 'School Enrollment' specifically refers to enrollment statistics and patterns. The question is clearly about a school-based outcome, making it a single primary topic within Social.",False,arbitrated
222,Q41. Did you lose any time from work or school because of these unwanted contacts or behaviors for things such as… ACTION_TIMEFEAR Fear or concern for your safety? Police-related activities? Court-related activities (such as getting a restraining/protection order or testifying)? Changing your phone number or personal information? Moving? Fixing or replacing damaging property?,"Economic.Hours/Week, Weeks/Year",Social.Crime,0.9,0.88,0.88,medium,pick_haiku45,Social,Crime,0.92,,,,"[""Social.Crime"", ""Economic.Hours/Week, Weeks/Year""]","This question is fundamentally about the impacts of crime victimization (unwanted contacts/behaviors, safety concerns, police/court activities, restraining orders, property damage). While it measures one consequence through time lost from work/school, the primary focus is on crime victimization and its effects. The question is asking about crime-related disruptions to daily life, not primarily about work hours or employment patterns.",False,arbitrated
224,ACTION_TIMEOTHER ACTION_TIMEOTHERSP Anything else?,Social.Children,Social.Crime,0.35,0.45,0.35,very_low,pick_gpt5mini,Social,Children,0.65,,,,"[""Social.Children""]","This question is from the National Survey of Children's Health Topical Questionnaire specifically for children aged 0-5 years. The question appears to be a follow-up prompt asking 'Anything else?' in the context of a children's health survey. The primary focus is clearly on children and their health/wellbeing, making Social.Children the appropriate categorization. There is no evidence this relates to crime (Haiku's suggestion), and the survey context strongly supports the children subtopic.",False,arbitrated
229,"First name, initials, or nickname of the youngest child",Social.Children,Demographic.Population,0.9,0.7,0.7,low,pick_gpt5mini,Social,Children,0.92,,,,"[""Social.Children"", ""Social.Household"", ""Demographic.Population""]","This question is specifically from the National Survey of Children's Health targeting children aged 0-5 years, making it clearly about children as a social category. While the question does collect identifying information that could be used for demographic purposes, the primary focus is on identifying a specific child within a household for a child-focused health survey. The 'Social.Children' subtopic is the most accurate classification for child-specific survey questions.",False,arbitrated
242,"If yes, does this child CURRENTLY have the condition? Heart Condition If yes, was this child born with the condition? Does this child CURRENTLY have the condition?",Social.Medical Care,Social.Disability,0.85,0.95,0.85,medium,pick_haiku45,Social,Disability,0.92,,,,"[""Social.Disability"", ""Social.Medical Care"", ""Social.Children""]","This question asks about a child's current heart condition status and whether it was congenital, which is fundamentally about identifying a chronic health condition/disability in children. While medical care is tangentially related, the Census taxonomy uses 'Disability' to capture ongoing health conditions and functional limitations, which better fits a persistent heart condition. The question is not about medical care services or treatment, but about the presence and nature of a health condition.",False,arbitrated
244,"If yes, does this child CURRENTLY have the condition? Anxiety Problems?",Social.Medical Care,Social.Disability,0.85,0.9,0.85,medium,pick_haiku45,Social,Disability,0.88,,,,"[""Social.Disability"", ""Social.Medical Care"", ""Social.Children""]","This question asks about a child's current anxiety condition, which is a mental health condition that falls under disability status tracking. While medical care is tangentially related, the Census Bureau categorizes ongoing health conditions and disabilities under 'Disability' rather than 'Medical Care' (which typically refers to access to or use of medical services). The question is fundamentally about the presence of a disabling condition in children, making Social.Disability the most accurate primary classification.",False,arbitrated
245,"If yes, does this child CURRENTLY have these problems? Depression?",Social.Medical Care,Social.Disability,0.85,0.9,0.85,medium,pick_haiku45,Social,Disability,0.88,,,,"[""Social.Disability"", ""Social.Medical Care"", ""Social.Children""]","This question asks about depression as a current health problem in young children. Depression, as a mental health condition, is best categorized under 'Disability' in the Census taxonomy, which encompasses health conditions and functional limitations. While 'Medical Care' relates to healthcare services and treatment, the question is identifying the presence of a condition itself rather than care received. The context of children is relevant but secondary to the disability classification.",False,arbitrated
247,Were any of these blood disorders identified through a blood test done shortly after birth? These tests are sometimes called newborn screening; Cystic Fibrosis?,Social.Medical Care,Social.Disability,0.85,0.95,0.85,medium,pick_gpt5mini,Social,Medical Care,0.88,,,,"[""Social.Medical Care"", ""Social.Disability"", ""Social.Children""]","This question is fundamentally about medical screening and testing procedures (newborn blood tests for cystic fibrosis), which falls squarely under Medical Care. While cystic fibrosis is a disability, the question is asking about the diagnostic process and medical testing, not about disability status or accommodations. The primary focus is on medical care delivery (screening tests), making Medical Care the most accurate categorization.",False,arbitrated
248,Was this condition identified through a blood test done shortly after birth? These tests are sometimes called newborn screening Fetal Alcohol Spectrum Disorder (FASD)?,Social.Medical Care,Social.Disability,0.8,0.95,0.8,medium,pick_haiku45,Social,Disability,0.92,,,,"[""Social.Disability"", ""Social.Medical Care"", ""Social.Children""]","This question asks about identifying a specific condition (Fetal Alcohol Spectrum Disorder) through newborn screening, which is fundamentally about disability identification and diagnosis in children. While medical care is involved in the screening process, the primary focus is on the condition itself (a disability) rather than the healthcare service. FASD is a developmental disability, making Social.Disability the most accurate primary categorization.",False,arbitrated
251,"What type of doctor or other health care provider was the FIRST to tell you that this child had Autism, ASD, Asperger’s Disorder or PDD? Is this child CURRENTLY taking mediation for Autism, ASD, Asperger's Disorder of PDD? ",Social.Medical Care,Social.Disability,0.88,0.93,0.88,medium,pick_haiku45,Social,Disability,0.92,,,,"[""Social.Disability"", ""Social.Medical Care"", ""Social.Children""]","This question is fundamentally about autism spectrum disorders (ASD), which are developmental disabilities. While the question mentions healthcare providers and medication (medical care aspects), these are contextual details about how the disability is diagnosed and managed, not the primary focus. The core subject is identifying and treating a specific disability condition in children, making 'Disability' the most accurate primary subtopic.",False,arbitrated
252,"At any time DURING THE PAST 12 MONTHS, did this child receive behavioral treatment for Autism, ASD, Asperger’s Disorder or PDD, such as training or an intervention that you or this child received to help with their behavior?",Social.Medical Care,Social.Disability,0.85,0.94,0.85,medium,pick_haiku45,Social,Disability,0.94,,,,"[""Social.Disability"", ""Social.Medical Care"", ""Social.Children""]","This question is fundamentally about behavioral treatment for autism spectrum disorders, which are disabilities. While the treatment aspect has a medical care component, the primary focus is on disability-related interventions for children with ASD. The question specifically targets a disability condition and its associated behavioral treatments, making 'Disability' the most accurate primary classification.",False,arbitrated
257,Was this child born more than 3 weeks before their due date?,Social.Fertility,Demographic.Age,0.8,0.88,0.8,medium,pick_gpt5mini,Social,Fertility,0.85,,,,"[""Social.Fertility"", ""Social.Children"", ""Demographic.Age""]","This question asks about premature birth (born more than 3 weeks before due date), which is fundamentally a fertility/birth outcome question. While the child's current age may be contextually relevant to the survey design, the question itself is asking about birth circumstances and gestational outcomes, which falls squarely under Social.Fertility in the Census taxonomy. The question is about the birth event itself, not about the child's current age or age characteristics.",False,arbitrated
259,How much did they weigh when born? Answer in pounds and ounces OR kilograms and grams. Your best estimate is fine,Social.Fertility,Social.Medical Care,0.8,0.85,0.8,medium,new_concept,Social,Children,0.95,,,,"[""Social.Children"", ""Social.Fertility"", ""Social.Medical Care""]","This question asks about birth weight as part of the National Survey of Children's Health for children aged 0-5 years. While both models correctly identified the Social topic, the most appropriate subtopic is 'Children' since this is explicitly a children's health survey collecting data about children's characteristics. Birth weight is a standard child health metric, not primarily about fertility outcomes or ongoing medical care.",False,arbitrated
271,"If yes, AND this child is 9-23 Months: Did the questionnaire ask about your concerns or observations about: How this child talks or makes speech sounds? How this child interacts with you or others? If yes, AND this child is 2-5 Years: Did the questionnaire ask about your concerns or observations about: Words and phrases this child uses and understands? How this child behaves and gets along with you and others?",Social.Children,Social.Medical Care,0.85,0.9,0.85,medium,pick_gpt5mini,Social,Children,0.9,,,,"[""Social.Children"", ""Social.Medical Care""]","This question is about developmental screening questionnaires for young children, focusing on speech, social interaction, language, and behavior milestones. While these screenings may inform medical care decisions, the primary focus is on children's developmental observations within the context of a children's health survey. The 'Children' subtopic is the most direct and appropriate classification, as 'Medical Care' would be more suitable for questions about actual healthcare services, treatments, or access rather than developmental screening questions.",False,arbitrated
289,"Has this child EVER received special services to meet their developmental needs? Special services can include therapies such as speech, occupational, physical or behavioral or other services received to meet developmental needs. If yes, how old was this child whent they began receiving these special services? Is this child CURRENTLY receiving these special services?",Social.Disability,Social.Medical Care,0.88,0.85,0.85,medium,pick_gpt5mini,Social,Disability,0.9,,,,"[""Social.Disability"", ""Social.Medical Care"", ""Social.Children""]","This question is fundamentally about special services for developmental needs, which is the core definition of disability services and accommodations. While these services include medical therapies (speech, occupational, physical, behavioral), the question's focus is on whether the child receives disability-related services to meet developmental needs, not on medical care provision itself. The question is asking about disability status and service receipt, making Social.Disability the most accurate primary categorization.",False,arbitrated
