pair_id,final_feasibility,confidence,n_all_votes,score_composite,score_entropy,score_bayesian,score_borda,score_ensemble,rank_composite,rank_entropy,rank_bayesian,rank_borda,rank_ensemble
CPS_0055,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0056,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0057,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0058,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0059,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0060,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0061,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0062,F3,MODERATE,6,0.67,0.33,0.04925,0.0,0.11210766902191016,1525.0,269.0,1153.0,617.0,1592.0
CPS_0063,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0064,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0065,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0068,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0066,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0067,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0071,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0069,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0070,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0072,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0073,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0074,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0075,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0077,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0076,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0079,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0078,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0080,F2,MODERATE,6,1.34,0.67,0.79925,0.5,0.6359721433144419,248.0,32.0,1.0,139.0,187.0
CPS_0081,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0083,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0082,F3,MODERATE,6,0.67,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.14032293442417554,1525.0,1291.0,460.0,462.0,1574.0
CPS_0084,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0085,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0086,F3,MODERATE,6,0.67,0.33,0.04925,0.0,0.11210766902191016,1525.0,269.0,1153.0,617.0,1592.0
CPS_0087,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0088,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0089,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0090,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0092,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0091,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0093,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0096,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0095,F2,MODERATE,6,1.34,0.3952206141746329,0.67425,0.4166666666666667,0.5038637427675261,248.0,186.0,252.0,268.0,284.0
CPS_0094,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0097,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0098,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0099,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0100,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0102,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0101,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0103,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0105,F1,LOW,6,0.99,0.36907024642854247,0.79925,0.75,0.5894676735923461,1519.0,217.0,1.0,77.0,238.0
CPS_0104,F2,MODERATE,6,1.34,0.14090764496429217,0.67425,0.5,0.46027332403555954,248.0,1540.0,252.0,139.0,293.0
CPS_0106,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0107,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0108,F3,MODERATE,6,0.67,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.14032293442417554,1525.0,1291.0,460.0,462.0,1574.0
CPS_0109,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0110,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0111,F3,MODERATE,6,0.67,0.13880454578572063,0.29925,0.16666666666666666,0.18867314137450028,1525.0,1543.0,362.0,363.0,369.0
CPS_0112,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0113,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0114,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0116,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0117,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0115,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0118,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0119,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0125,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0126,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0127,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0133,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0134,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0141,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0135,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0142,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0143,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0150,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0149,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0157,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0158,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0151,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0159,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0163,F1,HIGH,6,3.0,0.5898815136934819,0.79925,0.9166666666666666,0.8752735315220163,1.0,157.0,1.0,32.0,32.0
CPS_0162,F1,HIGH,6,3.0,0.5898815136934819,0.79925,0.9166666666666666,0.8752735315220163,1.0,157.0,1.0,32.0,32.0
CPS_0165,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0166,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0167,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0173,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0168,F1,HIGH,6,3.0,0.5898815136934819,0.79925,0.9166666666666666,0.8752735315220163,1.0,157.0,1.0,32.0,32.0
CPS_0174,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0175,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0176,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0177,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0178,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0179,F3,HIGH,6,1.0,0.13880454578572063,0.29925,0.16666666666666666,0.21957201777899465,297.0,1543.0,362.0,363.0,361.0
CPS_0180,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0182,F3,MODERATE,6,0.67,0.13880454578572063,0.29925,0.16666666666666666,0.18867314137450028,1525.0,1543.0,362.0,363.0,369.0
CPS_0181,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0183,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0184,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0186,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0185,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0187,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0188,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0189,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0191,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0190,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0192,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0194,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0193,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0195,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0196,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0197,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0198,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0199,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0200,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0201,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0202,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0203,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0204,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0205,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0206,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0207,F2,HIGH,6,2.0,0.28181528992858434,0.79925,0.6666666666666666,0.6410997945362651,69.0,1251.0,1.0,95.0,186.0
CPS_0208,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0209,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0211,F1,HIGH,6,3.0,0.42061983571430495,0.79925,0.8333333333333334,0.8115620374320913,1.0,183.0,1.0,57.0,55.0
CPS_0212,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0213,F1,HIGH,6,3.0,0.5898815136934819,0.79925,0.9166666666666666,0.8752735315220163,1.0,157.0,1.0,32.0,32.0
CPS_0215,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0214,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0217,F3,MODERATE,6,0.67,0.33,0.04925,0.0,0.11210766902191016,1525.0,269.0,1153.0,617.0,1592.0
CPS_0218,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0216,F2,LOW,6,0.66,0.3952206141746329,0.67425,0.4166666666666667,0.4401933307825074,1577.0,186.0,252.0,268.0,296.0
CPS_0219,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0221,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0220,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0222,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0223,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0224,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0225,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0226,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0227,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0228,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0229,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0230,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0231,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0232,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0233,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0234,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0235,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0236,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0237,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0238,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
