id,question,original_gpt5mini,original_haiku45,original_gpt_confidence,original_claude_confidence,min_confidence,confidence_tier,decision,primary_topic,primary_subtopic,primary_confidence,secondary_primary_topic,secondary_primary_subtopic,secondary_primary_confidence,all_relevant_subtopics,reasoning,is_dual_modal,status
119,"38. How satisfied were you with the law enforcement agency’s response when you reported the misuse of your personal information? Were you very satisfied, somewhat satisfied, somewhat dissatisfied, or very dissatisfied?",Government.Police,Social.Crime,0.95,0.91,0.91,high,auto_dual_modal,Government,Police,0.95,Social,Crime,0.91,"[""Government.Police"", ""Social.Crime""]",Both models highly confident (min=0.91) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
120,39. Why were you dissatisfied with the law enforcement agency’s response?,Government.Police,Social.Crime,0.9,0.92,0.9,high,auto_dual_modal,Social,Crime,0.92,Government,Police,0.9,"[""Social.Crime"", ""Government.Police""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
152,"SQ_SOCIALMEDIA l. Has anyone monitored your activities using social media apps like Instagram, Twitter, or Facebook?",Social.Computer & Internet Use,Social.Crime,0.9,0.92,0.9,high,auto_dual_modal,Social,Crime,0.92,Social,Computer & Internet Use,0.9,"[""Social.Crime"", ""Social.Computer & Internet Use""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
140,"59. For the next few questions, please think about ALL of the misuses of your personal information during the last year, that is, since [AUTOFILL DATE 1st OF MONTH 1 YEAR PRIOR]. Including every incident that occurred over the past 12 months, not just the most recent, what is the approximate total dollar value of what someone obtained while misusing your personal information? Include the value of goods, services, credit, loans, cash, and anything else the person may have obtained.",Economic.Expenses,Social.Crime,0.9,0.92,0.9,high,auto_dual_modal,Social,Crime,0.92,Economic,Expenses,0.9,"[""Social.Crime"", ""Economic.Expenses""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
141,"60. Not counting the dollars that were obtained during ALL incidents of identity theft in the past 12 months, what were the total additional costs, that YOU incurred as a result of the misuses of your personal information? Include costs for things such as legal fees, overdraft fees, and any miscellaneous expenses, such as postage, phone calls, or notary fees. Do not include lost wages.",Economic.Expenses,Social.Crime,0.9,0.9,0.9,high,auto_dual_modal,Economic,Expenses,0.9,Social,Crime,0.9,"[""Economic.Expenses"", ""Social.Crime""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
132,"51. How well did you know this person or these people at the time of the incident? For example, was it a family member, friend, acquaintance, salesperson, or somebody else?",Demographic.Relationship,Social.Crime,0.9,0.9,0.9,high,auto_dual_modal,Demographic,Relationship,0.9,Social,Crime,0.9,"[""Demographic.Relationship"", ""Social.Crime""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
162,OFFENDER1_REL OFFENDER1_RELSP OFFENDER1_NONSP Q7. What was your relationship to the person who committed these unwanted contacts or behaviors when they first began?,Demographic.Relationship,Social.Crime,0.95,0.93,0.93,high,auto_dual_modal,Demographic,Relationship,0.95,Social,Crime,0.93,"[""Demographic.Relationship"", ""Social.Crime""]",Both models highly confident (min=0.93) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
163,OFFENDERS_SEX Q8a. Are these people male or female?,Demographic.Sex,Social.Crime,0.98,0.9,0.9,high,auto_dual_modal,Demographic,Sex,0.98,Social,Crime,0.9,"[""Demographic.Sex"", ""Social.Crime""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
164,OFFENDERS_SEX2 Q8b. Are most of these people male or female?,Demographic.Sex,Social.Crime,0.98,0.9,0.9,high,auto_dual_modal,Demographic,Sex,0.98,Social,Crime,0.9,"[""Demographic.Sex"", ""Social.Crime""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
165,OFFENDERS_AGE Q9. How old would you say these people are?,Demographic.Age,Social.Crime,0.98,0.9,0.9,high,auto_dual_modal,Demographic,Age,0.98,Social,Crime,0.9,"[""Demographic.Age"", ""Social.Crime""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
166,OFFENDERS_HISP Q10a. Are any of these people Hispanic or Latino?,Demographic.Hispanic Origin,Social.Crime,0.98,0.9,0.9,high,auto_dual_modal,Demographic,Hispanic Origin,0.98,Social,Crime,0.9,"[""Demographic.Hispanic Origin"", ""Social.Crime""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
167,"OFFENDERS_HISP2 Q10b. Are most of these people Hispanic, non-Hispanic, or are there an equal number of Hispanic and non-Hispanic people?",Demographic.Hispanic Origin,Social.Crime,0.98,0.9,0.9,high,auto_dual_modal,Demographic,Hispanic Origin,0.98,Social,Crime,0.9,"[""Demographic.Hispanic Origin"", ""Social.Crime""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
168,OFFENDERS_RACE Q11a. What race or races are these people? Are they…,Demographic.Race,Social.Crime,0.98,0.9,0.9,high,auto_dual_modal,Demographic,Race,0.98,Social,Crime,0.9,"[""Demographic.Race"", ""Social.Crime""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
169,OFFENDERS_RACE_MOST Q11b. What race are most of these people?,Demographic.Race,Social.Crime,0.98,0.9,0.9,high,auto_dual_modal,Demographic,Race,0.98,Social,Crime,0.9,"[""Demographic.Race"", ""Social.Crime""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
184,ASSIST_CALL Q20. During the past 12 months did you or someone else call or contact the police to report any of the unwanted contacts or behaviors you experienced?,Government.Police,Social.Crime,0.9,0.93,0.9,high,auto_dual_modal,Social,Crime,0.93,Government,Police,0.9,"[""Social.Crime"", ""Government.Police""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
198,"Q29. There are things that people might try to do to protect themselves or stop unwanted contacts or behaviors from continuing. In the past 12 months, have you done any of the following because of the unwanted contacts or behaviors you experienced? ACTION_BLOCKED Have you blocked unwanted calls, messages, or other communications?",Social.Computer & Internet Use,Social.Crime,0.9,0.9,0.9,high,auto_dual_modal,Social,Computer & Internet Use,0.9,Social,Crime,0.9,"[""Social.Computer & Internet Use"", ""Social.Crime""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
225,Are there any children 0-17 years old who usually live or stay at this address?,Social.Children,Demographic.Children,0.95,0.92,0.92,high,auto_dual_modal,Social,Children,0.95,Demographic,Children,0.92,"[""Social.Children"", ""Demographic.Children""]",Both models highly confident (min=0.92) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
226,How many children 0-17 years old usually live or stay at this address?,Social.Children,Demographic.Children,0.95,0.93,0.93,high,auto_dual_modal,Social,Children,0.95,Demographic,Children,0.93,"[""Social.Children"", ""Demographic.Children""]",Both models highly confident (min=0.93) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
240,"Does this child have any of the following? Allergies (such as food, drug, insect, seasonal, or other)? Asthma? Autoimmune disease (such as Type 1 Diabetes, Celiac, or Juvenile Idiopathic Arthritis)?",Social.Medical Care,Social.Disability,0.9,0.95,0.9,high,auto_dual_modal,Social,Disability,0.95,Social,Medical Care,0.9,"[""Social.Disability"", ""Social.Medical Care""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
254,"Do you think this child has EVER had a concussion or brain injury? A concussion or brain injury is when a blow or jolt to the head causes problems such as headaches, dizziness, being dazed or confused, difficulty remembering or concentrating, vomiting, blurred vision, changes in mood or behavior, or being knocked out? If yes, did you seek medical care from a doctor or other health care provider? If yes, did a doctor or other health care provider tell you that your child had a concussion or brain injury?",Social.Medical Care,Social.Disability,0.9,0.92,0.9,high,auto_dual_modal,Social,Disability,0.92,Social,Medical Care,0.9,"[""Social.Disability"", ""Social.Medical Care""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
235,"Does this child CURRENTLY need or use medicine prescribed by a doctor, other than vitamins? If yes, is this child’s need for prescription medicine because of ANY medical, behavioral, or other health condition? If yes, is this a condition that has lasted or is expected to last 12 months or longer?",Social.Disability,Social.Medical Care,0.95,0.92,0.92,high,auto_dual_modal,Social,Disability,0.95,Social,Medical Care,0.92,"[""Social.Disability"", ""Social.Medical Care""]",Both models highly confident (min=0.92) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
236,"Does this child need or use more medical care, mental health, or educational services than is usual for most children of the same age? If yes, is this child’s need for medical care, mental health, or educational services because of ANY medical, behavioral, or other health condition? If yes, is this a condition that has lasted or is expected to last 12 months or longer?",Social.Disability,Social.Medical Care,0.95,0.9,0.9,high,auto_dual_modal,Social,Disability,0.95,Social,Medical Care,0.9,"[""Social.Disability"", ""Social.Medical Care""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
323,"How well can this child come up with words that rhyme? For example, can this child come up with ""cat"" and ""mat?""",Social.Language,Social.Education,0.9,0.93,0.9,high,auto_dual_modal,Social,Education,0.93,Social,Language,0.9,"[""Social.Education"", ""Social.Language""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
353,"DURING THE PAST 12 MONTHS, did you or anyone in the family have to quit a job, not take a job, or greatly change your job because of problems with child care for this child?",Economic.Employment Status,Economic.Child Care,0.9,0.9,0.9,high,auto_dual_modal,Economic,Employment Status,0.9,Economic,Child Care,0.9,"[""Economic.Employment Status"", ""Economic.Child Care""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
392,"How many people are living or staying at this address? Include everyone who usually lives or stays at this address. Do NOT include anyone who is living somewhere else for more than two months, such as a college student living away or someone in the Armed Forces on deployment",Housing.Occupancy,Social.Household,0.9,0.93,0.9,high,auto_dual_modal,Social,Household,0.93,Housing,Occupancy,0.9,"[""Social.Household"", ""Housing.Occupancy""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
393,"How many of these people in your household are family members? Family is defined as anyone related to this child by blood, marriage, adoption, or through foster care",Demographic.Relationship,Social.Household,0.9,0.94,0.9,high,auto_dual_modal,Social,Household,0.94,Demographic,Relationship,0.9,"[""Social.Household"", ""Demographic.Relationship""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
401,Were any of these blood disorders identified through a blood test done shortly after birth? Cystic Fibrosis?,Social.Medical Care,Social.Disability,0.9,0.92,0.9,high,auto_dual_modal,Social,Disability,0.92,Social,Medical Care,0.9,"[""Social.Disability"", ""Social.Medical Care""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
402,Was this condition identified through a blood test done shortly after birth? These tests are sometimes called newborn screening,Social.Medical Care,Social.Disability,0.9,0.9,0.9,high,auto_dual_modal,Social,Medical Care,0.9,Social,Disability,0.9,"[""Social.Medical Care"", ""Social.Disability""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
360,"DURING THE PAST 12 MONTHS, was there a time when you were not able to pay the mortgage or rent on time?","Housing.Costs (Mortgage, Taxes, Insurance)",Housing.Housing Costs,0.95,0.95,0.95,very_high,auto_dual_modal,Housing,"Costs (Mortgage, Taxes, Insurance)",0.95,Housing,Housing Costs,0.95,"[""Housing.Costs (Mortgage, Taxes, Insurance)"", ""Housing.Housing Costs""]",Both models highly confident (min=0.95) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
361,"DURING THE PAST 12 MONTHS, how often were you worried or stressed about being evicted, foreclosed on, or having your housing condemned?","Housing.Costs (Mortgage, Taxes, Insurance)",Housing.Tenure (Own/Rent),0.9,0.92,0.9,high,auto_dual_modal,Housing,Tenure (Own/Rent),0.92,Housing,"Costs (Mortgage, Taxes, Insurance)",0.9,"[""Housing.Tenure (Own/Rent)"", ""Housing.Costs (Mortgage, Taxes, Insurance)""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
363,"SINCE THIS CHILD WAS BORN, have they ever been homeless or lived in a shelter? Include living in a shelter, motel, temporary or transitional living situation, scattered site housing, or having no steady place to sleep at night.",Housing.Occupancy,Housing.Housing,0.9,0.93,0.9,high,auto_dual_modal,Housing,Housing,0.93,Housing,Occupancy,0.9,"[""Housing.Housing"", ""Housing.Occupancy""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
476,"Across all subjects, what grades did this child get during the 2023-2024 school year?",Social.Education,Social.Schools,0.9,0.9,0.9,high,auto_dual_modal,Social,Education,0.9,Social,Schools,0.9,"[""Social.Education"", ""Social.Schools""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
484,How often does this child... a. Show interest and curiosity in learning new things? b. Work to finish tasks they start? c. Stay calm and in control when faced with a challenge? d. Care about doing well in school? e. Do all required homework? f. Argue too much?,Social.Children,Social.Education,0.9,0.92,0.9,high,auto_dual_modal,Social,Education,0.92,Social,Children,0.9,"[""Social.Education"", ""Social.Children""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
521,Does this child have another parent or adult caregiver who lives in this household?,Social.Household,Demographic.Relationship,0.95,0.95,0.95,very_high,auto_dual_modal,Social,Household,0.95,Demographic,Relationship,0.95,"[""Social.Household"", ""Demographic.Relationship""]",Both models highly confident (min=0.95) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
535,"How many of these people in your household are family members? Family is defined as anyone related to this child by blood, marriage, adoption, or through foster care",Demographic.Relationship,Social.Household,0.9,0.95,0.9,high,auto_dual_modal,Social,Household,0.95,Demographic,Relationship,0.9,"[""Social.Household"", ""Demographic.Relationship""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
540,"A4 DURING THE PAST 12 MONTHS, has this child had FREQUENT or CHRONIC difficulty with any of the following? a. Breathing or other respiratory problems (such as wheezing or shortness of breath) b. Eating or swallowing because of a health condition c. Digesting food, including stomach/intestinal problems, constipation, or diarrhea d. Repeated or chronic physical pain, including headaches or other back or body pain e. Toothaces f. Bleeding gums g. Decayed teeth or cavities",Social.Medical Care,Social.Disability,0.9,0.92,0.9,high,auto_dual_modal,Social,Disability,0.92,Social,Medical Care,0.9,"[""Social.Disability"", ""Social.Medical Care""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
542,"Has a doctor or other health care provider EVER told you that this child has... Allergies (such as food, drug, insect, seasonal, or other)? If yes, does this child CURRENTLY have the condition? Asthma? If yes, does this child CURRENTLY have the condition? Autoimmune disease (such as Type 1 Diabetes, Celiac, or Juvenile Idiopathic Arthritis)? Cerebral Palsy? Type 2 Diabetes? Epilepsy or Seizure Disorder? Heart Condition? Frequent or severe headaches, including migraines? Tourette Syndrome? Anxiety Problems? Depression? Down Syndrome? Blood Disorders (such as Sickle Cell Disease, Thalassemia, or Hemophilia)? Cystic Fibrosis? Fetal Alcohol Spectrum Disorder (FASD)?",Social.Medical Care,Social.Disability,0.95,0.93,0.93,high,auto_dual_modal,Social,Medical Care,0.95,Social,Disability,0.93,"[""Social.Medical Care"", ""Social.Disability""]",Both models highly confident (min=0.93) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
546,"What type of doctor or other health care provider was the FIRST to tell you that this child had Autism, ASD, Asperger’s Disorder or PDD? Is this child CURRENTLY taking medication for Autism, ASD, Asperger's Disorder or PDD?",Social.Medical Care,Social.Disability,0.95,0.92,0.92,high,auto_dual_modal,Social,Medical Care,0.95,Social,Disability,0.92,"[""Social.Medical Care"", ""Social.Disability""]",Both models highly confident (min=0.92) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
547,"At any time DURING THE PAST 12 MONTHS, did this child receive behavioral treatment for Autism, ASD, Asperger’s Disorder or PDD, such as training or an intervention that you or this child received to help with their behavior?",Social.Medical Care,Social.Disability,0.95,0.91,0.91,high,auto_dual_modal,Social,Medical Care,0.95,Social,Disability,0.91,"[""Social.Medical Care"", ""Social.Disability""]",Both models highly confident (min=0.91) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
548,"Has a doctor or other health care provider EVER told you that this child has Attention Deficit Disorder or Attention-Deficit/Hyperactivity Disorder, that is, ADD or ADHD? Is this child CURRENTLY taking medication for ADD or ADHD?",Social.Medical Care,Social.Disability,0.95,0.94,0.94,high,auto_dual_modal,Social,Medical Care,0.95,Social,Disability,0.94,"[""Social.Medical Care"", ""Social.Disability""]",Both models highly confident (min=0.94) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
549,"At any time DURING THE PAST 12 MONTHS, did this child receive behavioral treatment for ADD or ADHD, such as training or an intervention that you or this child received to help with their behavior?",Social.Medical Care,Social.Disability,0.95,0.91,0.91,high,auto_dual_modal,Social,Medical Care,0.95,Social,Disability,0.91,"[""Social.Medical Care"", ""Social.Disability""]",Both models highly confident (min=0.91) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
500,"DURING THE PAST 12 MONTHS, was there a time when you were not able to pay the mortgage or rent on time?","Housing.Costs (Mortgage, Taxes, Insurance)",Housing.Housing Costs,0.9,0.95,0.9,high,auto_dual_modal,Housing,Housing Costs,0.95,Housing,"Costs (Mortgage, Taxes, Insurance)",0.9,"[""Housing.Housing Costs"", ""Housing.Costs (Mortgage, Taxes, Insurance)""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
587,"Has this child EVER received special services to meet their developmental needs? Special services can include therapies such as speech, occupational, physical or behavioral or other services received to meet developmental needs. If yes, how old was this child when they began receiving these special services? Is this child CURRENTLY receiving these special services?",Social.Disability,Social.Medical Care,0.9,0.9,0.9,high,auto_dual_modal,Social,Disability,0.9,Social,Medical Care,0.9,"[""Social.Disability"", ""Social.Medical Care""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
631,"If no, how long has this child been living in the United States?",Demographic.Foreign Born,Social.Migration,0.92,0.9,0.9,high,auto_dual_modal,Demographic,Foreign Born,0.92,Social,Migration,0.9,"[""Demographic.Foreign Born"", ""Social.Migration""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
648,"DURING THE PAST 12 MONTHS, was there a time when you were not able to pay the mortgage or rent on time?",Housing.Housing Costs,"Housing.Costs (Mortgage, Taxes, Insurance)",0.95,0.92,0.92,high,auto_dual_modal,Housing,Housing Costs,0.95,Housing,"Costs (Mortgage, Taxes, Insurance)",0.92,"[""Housing.Housing Costs"", ""Housing.Costs (Mortgage, Taxes, Insurance)""]",Both models highly confident (min=0.92) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
651,"SINCE THIS CHILD WAS BORN, have they ever been homeless or lived in a shelter? Include living in a shelter, motel, temporary or transitional living situation, scattered site housing, or having no steady place to sleep at night.",Housing.Occupancy,Social.Moving,0.9,0.92,0.9,high,auto_dual_modal,Social,Moving,0.92,Housing,Occupancy,0.9,"[""Social.Moving"", ""Housing.Occupancy""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
654,"Other than you or other adults in your home, is there at least one other adult in this child’s school, neighborhood, or community who knows this child well and who they can rely on for advice or guidance?",Social.Children,Social.Household,0.9,0.9,0.9,high,auto_dual_modal,Social,Children,0.9,Social,Household,0.9,"[""Social.Children"", ""Social.Household""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
682,"How many people are living or staying at this address? Include everyone who usually lives or stays at this address. Do NOT include anyone who is living somewhere else for more than two months, such as a college student living away or someone in the Armed Forces on deployment",Housing.Occupancy,Social.Household,0.93,0.95,0.93,high,auto_dual_modal,Social,Household,0.95,Housing,Occupancy,0.93,"[""Social.Household"", ""Housing.Occupancy""]",Both models highly confident (min=0.93) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
700,"On December 31, 2021, did you have an active certification as a Nurse-Midwife?",Social.Nurses,Economic.Nurses,0.9,0.95,0.9,high,auto_dual_modal,Economic,Nurses,0.95,Social,Nurses,0.9,"[""Economic.Nurses"", ""Social.Nurses""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
702,"On December 31, 2021, did you have an active certification as a Nurse Anesthetist?",Social.Nurses,Economic.Nurses,0.9,0.95,0.9,high,auto_dual_modal,Economic,Nurses,0.95,Social,Nurses,0.9,"[""Economic.Nurses"", ""Social.Nurses""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
704,Which type of nursing degree qualified you for your FIRST U.S. RN license?,Social.Post-Secondary Education,Social.Education,0.9,0.93,0.9,high,auto_dual_modal,Social,Education,0.93,Social,Post-Secondary Education,0.9,"[""Social.Education"", ""Social.Post-Secondary Education""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
705,In what year did you graduate with your first RN degree?,Social.Post-Secondary Education,Social.Education,0.95,0.9,0.9,high,auto_dual_modal,Social,Post-Secondary Education,0.95,Social,Education,0.9,"[""Social.Post-Secondary Education"", ""Social.Education""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
708,"How did you pay for your first RN degree? Include the cost of tuition, room and board, fees, books, and supplies.",Social.Expenses,Social.Post-Secondary Education,0.9,0.9,0.9,high,auto_dual_modal,Social,Expenses,0.9,Social,Post-Secondary Education,0.9,"[""Social.Expenses"", ""Social.Post-Secondary Education""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
709,What post-high school degree(s) did you receive BEFORE starting your first RN degree?,Social.Post-Secondary Education,Social.Education,0.95,0.92,0.92,high,auto_dual_modal,Social,Post-Secondary Education,0.95,Social,Education,0.92,"[""Social.Post-Secondary Education"", ""Social.Education""]",Both models highly confident (min=0.92) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
710,Were you ever employed in any of the following health-related jobs before completing your first RN degree?,Economic.Occupation,Economic.Nurses,0.9,0.95,0.9,high,auto_dual_modal,Economic,Nurses,0.95,Economic,Occupation,0.9,"[""Economic.Nurses"", ""Economic.Occupation""]",Both models highly confident (min=0.90) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
716,"As of December 31, 2021, approximately how much debt from your nursing degree(s) did you still owe? Include all sources of debt.",Economic.Expenses,Social.Post-Secondary Education,0.93,0.91,0.91,high,auto_dual_modal,Economic,Expenses,0.93,Social,Post-Secondary Education,0.91,"[""Economic.Expenses"", ""Social.Post-Secondary Education""]",Both models highly confident (min=0.91) but chose different topics. Auto-marked as dual-modal.,True,auto_dual_modal
