survey,source_q_id,source_text,best_match_q_id,best_match_text,subtopic,best_feasibility,barrier_category,barrier_subcode,barrier_description,confidence,score_borda,score_entropy,triage_quadrant,specific_conflicts,arbitrator_reasoning,pair_id
CPS,CPS_103,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) have more than one (job/job or business), including part time, evening or weekend work?",ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",Employment Status,F3,CC,CC.2,Operationalization,HIGH,0.0833333333333333,0.194660899518849,Q4,"CPS measures multiple job-holding (whether person had more than one job); ACS measures basic employment status (whether person worked for pay at all). These operationalize different employment constructs that cannot be reconciled. | CPS measures multiple-jobholding (job count/multiplicity), while ACS measures any paid work (employment status); one cannot be derived from the other. | The Survey Question measures job multiplicity (more than one job), whereas the ACS question measures binary employment status (any work for pay).","[Anthropic — F3/CC.2] Raters B and C agree on CC.2 (operationalization difference) with F3 feasibility, while Rater A coded CC.4 (scope inclusions) with F2. The core issue is that these questions measure fundamentally different aspects of employment: CPS asks about multiple job-holding (a specific employment characteristic), while ACS asks a basic binary employment screening question (whether the person worked at all). This is best characterized as CC.2 (different behavioral indicators/operationalization) rather than CC.4 (scope inclusions), because the questions aren't measuring the same construct with different components included - they're measuring entirely different employment dimensions. The feasibility is F3 because you cannot derive multiple job-holding status from a simple yes/no employment question, and the CPS question presupposes employment, making these fundamentally incompatible for harmonization. ||| [Openai — F3/CC.2] The two questions measure different constructs via different operationalizations: the CPS item is a multiple-jobholding indicator (whether the respondent had more than one job/job or business during the reference week), whereas the ACS item is a basic employment screening item (whether the person did any paid work at a job or business last week). These are not transformable into one another: ACS cannot identify multiple-jobholding, and CPS answers cannot be mapped to ACS without additional information about whether any work occurred and/or the skip logic/universe. Because the core outcome differs (job multiplicity vs any paid work), harmonization would require imputing unobserved information rather than recoding or adjustment, making them incompatible for a single harmonized measure. ||| [Google — F3/CC.2] The two questions measure fundamentally different constructs regarding labor force participation. The Survey Question measures 'multiple job holding' (identifying those with >1 job), whereas the ACS question measures 'employment status' (identifying those with >=1 job). While a 'Yes' in the Survey Question implies a 'Yes' in the ACS question, a 'No' in the Survey Question conflates individuals with one job and individuals with zero jobs. Therefore, the variables cannot be harmonized into a shared metric, rendering them incompatible.",CPS_0313
CPS,CPS_104,"Altogether, how many (jobs/ jobs or businesses) did (you/he/she) have?",ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",Employment Status,F3,CC,CC.2,Operationalization,HIGH,0.0833333333333333,0.194660899518849,Q4,CPS measures number of jobs held (job quantity construct) while ACS measures whether any work occurred (labor force participation construct) - fundamentally different employment dimensions that cannot be reconciled. | Job-count construct (number of jobs/businesses) versus binary recent work activity (worked for pay last week); ACS does not capture number of jobs. | Survey requests a quantitative count of jobs held; ACS requests a binary indicator of work activity.,"[Anthropic — F3/CC.1] All three raters correctly identify that CPS asks for a count of jobs while ACS asks a binary yes/no about working. The key question is whether this is primarily a construct difference (CC) or a response scale difference (RS). Per the taxonomy hierarchy rule, CC > RS when the scale difference reflects a construct difference. Here, the fundamental issue is that CPS measures 'job quantity/multiple job holding' while ACS measures 'labor force participation/work status' - these are genuinely different constructs, not just different ways of measuring the same thing. The response format difference (count vs. binary) is a consequence of measuring different constructs. Rater B correctly identifies CC.1 (concept definition) as the primary barrier since 'job quantity' and 'work participation' are fundamentally different employment dimensions. F3 is appropriate because you cannot derive a job count from a binary work indicator. ||| [Openai — F3/CC.2] The two items are not measuring the same underlying quantity. The survey question asks for the total number of jobs/businesses held (a job-count construct), while the ACS question measures any paid work activity in a specific recent period (worked for pay last week). This is primarily a construct/operationalization mismatch (job-holding quantity vs recent work participation), with a secondary response-scale mismatch (count vs yes/no). Because ACS cannot recover the number of jobs and the CPS count cannot be reduced to the ACS measure without changing meaning and losing the intended construct, they are not harmonizable as the same variable beyond trivial, substantively different recodes (e.g., 0 vs 1+), so feasibility is incompatible. ||| [Google — F3/CC.2] The primary barrier is a difference in operationalization (CC.2). The survey question measures job multiplicity (a quantitative count), whereas the ACS question measures labor force participation (a binary status). While the response scales differ (RS.1), this difference reflects distinct underlying constructs (Construct > Response Scale hierarchy). Full harmonization is incompatible (F3) because the binary 'Yes/No' from ACS cannot be transformed into the specific job count required by the survey question without external data or unverifiable assumptions.",CPS_0318
CPS,CPS_113,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) work any overtime or extra hours (at (his/her) MAIN job that / that)(you/he/she) (do/does) not usually work?",ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year",F3,CC,CC.2,Operationalization,HIGH,0.0833333333333333,0.194660899518849,Q4,"CPS measures overtime/extra hours (deviation from usual), while ACS measures usual weekly hours (the baseline). These are complementary but non-equivalent constructs that cannot be harmonized without external information. | CPS measures whether extra/overtime hours were worked in a specific recent week (deviation from usual); ACS measures usual weekly hours across weeks worked in the past 12 months (baseline level), so the constructs are not directly comparable. | CPS asks about overtime/extra hours (deviations from the norm) in a specific week, while ACS asks for usual hours (baseline average) over the past 12 months.","[Anthropic — F3/CC.2] While Raters A and B both coded TC.1 (reference period length), the more fundamental barrier here is a construct/operationalization difference (CC.2). The CPS question asks about OVERTIME/EXTRA hours - hours beyond what is usually worked - which is a deviation measure. The ACS asks about USUAL hours worked per week - a baseline measure. These are fundamentally different constructs: one measures the exception (extra hours), the other measures the norm (typical hours). Per the taxonomy hierarchy rule, CC > TC when temporal difference implies a construct difference. Rater C correctly identified this as CC.2 but underestimated feasibility - you cannot statistically adjust overtime hours to usual hours without knowing the base hours in CPS, making these fundamentally incompatible (F3). The temporal difference (specific week vs. 12 months) is secondary to the core construct difference between measuring deviations vs. baselines. ||| [Openai — F3/CC.2] The items do not measure the same underlying quantity. The CPS question is a binary indicator of whether the respondent worked overtime/extra hours in a specific recent week relative to their usual schedule at the main job (a deviation-from-usual construct). The ACS question asks for the number of hours usually worked per week across weeks worked in the past 12 months (a usual-hours level construct). While there is also a large reference-period difference, the binding problem is construct/operationalization: overtime incidence in a particular week cannot be derived from (or aligned to) usual weekly hours over the past year, and neither instrument provides the needed components to translate one into the other. Thus harmonization is fundamentally incompatible rather than a matter of temporal adjustment. ||| [Google — F3/CC.2] The primary barrier is a construct difference. CPS measures 'overtime/extra hours' (a specific deviation from the norm), while ACS measures 'usual hours' (the baseline norm). Although there is a significant temporal difference (reference period length and framing), the taxonomy hierarchy specifies that Construct differences (CC) take precedence over Temporal differences (TC) when the underlying concepts differ. Because 'extra hours' and 'usual hours' are distinct components of labor supply that cannot be converted into one another, the feasibility is Incompatible (F3). Rater C correctly identified the barrier code, while Raters A and B correctly identified the feasibility.",CPS_0063
CPS,CPS_12,"Have I missed anyone who usually lives here but is away now -traveling, at school, or in a hospital?",ACS_19,How many people are living or staying at this address?,Population,F3,CC,CC.1,Concept definition,MODERATE,0.0833333333333333,0.194660899518849,Q4,"CPS uses 'usual residence' concept (includes temporarily absent members) while ACS uses 'living or staying' concept (present-focused). These different definitions of household membership are conceptually incompatible. | CPS targets temporarily absent usual residents; ACS counts people living/staying at the address (current occupants), implying different universe/coverage. | CPS defines residence as 'usual' (including temporary absentees), while ACS defines it as 'living or staying' (current presence).","[Anthropic — F3/CC.1] The core issue is a conceptual difference in how 'residence' is defined. The CPS question uses a 'usual residence' concept (people who usually live here but are temporarily away), while the ACS asks about people 'living or staying' at the address (a more present-focused concept). While Rater C coded this as PC.1 (universe definition), the fundamental barrier is actually the different conceptual definitions of household membership - this is a construct difference (CC.1) rather than a population coverage issue. The different residence concepts (usual vs. present) will capture different people and cannot be directly reconciled. Rater A's CC.2 (operationalization) is close but the difference is more fundamental than just different behavioral indicators - it's a different core definition of what constitutes residence. The F3 feasibility is appropriate because these different residence rules produce systematically different counts that cannot be harmonized without additional data about temporary absences. ||| [Openai — F3/PC.1] The CPS item is a roster probe specifically about “anyone who usually lives here but is away now,” i.e., temporarily absent usual household members. The ACS item asks for the number of people “living or staying at this address,” which is a broad count of current occupants/residents at the address at the time of interview, not a targeted probe for temporarily absent usual residents. Because the target universe being enumerated differs (usual household members including absentees vs people present/living/staying), the primary barrier is a population/universe definition mismatch rather than merely different operationalization. Without additional information on who is temporarily absent and whether they are included in the ACS count, the two cannot be made equivalent. ||| [Google — F3/CC.1] The core harmonization barrier is a difference in the concept of residency (Construct Definition). The CPS question reflects a 'Usual Residence' (de jure) concept, explicitly including those who are temporarily absent. The ACS question reflects a 'Current Residence' (de facto) concept, asking for those 'living or staying' at the address. Because these definitions create different rosters (one includes absentees, the other focuses on presence), the counts are not directly comparable or easily adjustable without additional data, making them incompatible (F3). CC.1 is preferred over PC.1 because the difference arises from how the concept of a household member is defined within the question text, rather than a sampling frame exclusion.",CPS_0006
CPS,CPS_120,What is the main reason (name/you) worked less than 35 hours (THE WEEK BEFORE LAST/LAST WEEK)?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year",F3,CC,CC.2,Operationalization,HIGH,0.0833333333333333,0.194660899518849,Q4,CPS asks for a qualitative reason explaining reduced weekly hours; ACS asks for a quantitative count of total weeks worked. These measure fundamentally different constructs that cannot be reconciled. | Different operationalizations: reason for working <35 hours in a specific week vs numeric count of weeks worked over the past 12 months | CPS asks for a qualitative reason for working reduced hours in a specific week; ACS asks for a numeric count of total weeks worked over the past 12 months.,"[Anthropic — F3/CC.1] While Raters A and B correctly identify the temporal difference (week vs. 12 months), the more fundamental barrier here is that these questions measure entirely different constructs. The CPS question asks for a REASON (qualitative/categorical explanation) for working reduced hours, while the ACS asks for a COUNT of weeks worked (quantitative measure of work continuity). Per the coding hierarchy rule that CC > TC when temporal difference implies a construct difference, the primary barrier is CC.1 - these are fundamentally different concepts (reason for reduced hours vs. total weeks worked). No amount of temporal adjustment could reconcile asking 'why' someone worked fewer hours with 'how many weeks' they worked. The questions cannot be harmonized regardless of reference period alignment. ||| [Openai — F3/CC.2] Although the reference periods differ, the more binding issue is that the questions measure different underlying constructs and are not transformable into each other. The survey question asks for a qualitative causal reason for working <35 hours in a specific week (a short-hours reason item), while the ACS question asks for a quantitative annual measure of work continuity (number of weeks worked in the past 12 months). The temporal mismatch is secondary because even with matched time windows, 'reason for reduced hours' cannot be derived from or mapped to 'weeks worked' without additional data; thus harmonization is fundamentally incompatible. ||| [Google — F3/CC.1] While Raters A and B correctly identify the significant temporal difference (TC.1), the primary and binding constraint is the Construct difference (CC.1). The CPS question asks for a qualitative 'reason' (nominal variable) for a specific behavior, while the ACS question asks for a quantitative 'count' of weeks (ratio variable). Even if the reference periods were aligned, these variables would represent fundamentally different concepts (Cause vs. Duration) and could not be harmonized. Following the taxonomy hierarchy (CC > TC), the construct barrier takes precedence.",CPS_0102
CPS,CPS_130,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability,F3,CC,CC.1,Concept definition,HIGH,0.0833333333333333,0.194660899518849,Q4,"CPS measures whether any disability prevents accepting work (functional/employment outcome), while ACS measures a specific sensory impairment (blindness/serious difficulty seeing). These are fundamentally different disability constructs that cannot be mapped to each other. | Work-preventing disability over the next six months (CPS) vs presence of vision impairment/blindness (ACS)—different disability constructs. | CPS measures work disability (preventing employment); ACS measures vision disability (blindness/serious difficulty seeing). These are distinct sensory/functional domains.","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) as the barrier code, recognizing that the CPS question measures work-preventing disability (a functional/socioeconomic outcome) while the ACS question measures a specific sensory impairment (vision disability). The disagreement is only on feasibility: Rater A codes F2 while Raters B and C code F3. The F3 classification is more appropriate because these questions measure fundamentally different constructs - one asks about anticipated work capacity limitation, the other about a specific sensory impairment. Vision impairment neither implies nor is implied by work-preventing disability. A person can have severe vision impairment and still work, or have work-preventing disability unrelated to vision. Statistical adjustment cannot bridge this conceptual gap because the constructs are in different domains entirely. ||| [Openai — F3/CC.1] The CPS item defines disability in terms of a work-limiting condition with a forward-looking 6-month inability to accept any work, whereas the ACS item defines disability as a specific sensory impairment (blindness/serious difficulty seeing even with glasses). These measure different core constructs (employment capacity vs vision impairment) and are not substitutable via recoding; neither is a subset of the other. Any attempt to relate them would require external assumptions/models and would not constitute harmonization of the survey items themselves, so they are best treated as incompatible for harmonization. ||| [Google — F3/CC.1] All three raters correctly identify a fundamental difference in the concepts (CC.1). The CPS question measures 'work disability' (a socioeconomic outcome indicating inability to work due to any condition), whereas the ACS question measures 'functional vision impairment' (a specific physiological deficit). These concepts are distinct: a person can be blind and employed, or have a work-preventing disability that is not vision-related. Therefore, the variables measure different things and cannot be harmonized or statistically adjusted to represent the same construct, making F3 (Incompatible) the correct feasibility assessment.",CPS_0711
CPS,CPS_131,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability,F3,CC,CC.1,Concept definition,HIGH,0.0833333333333333,0.194660899518849,Q4,"CPS measures whether any disability prevents accepting work (work-limiting functional capacity), while ACS measures presence of a specific sensory impairment (deafness/hearing difficulty). These are distinct constructs with no direct mapping between them. | Work-preventing disability over next six months (work limitation) vs presence of hearing impairment (deaf/serious difficulty hearing) | CPS measures work disability (preventing employment); ACS measures hearing disability (deafness/serious difficulty hearing). These are distinct sensory/functional domains.","[Anthropic — F3/CC.1] All three raters agree on CC.1 (concept definition difference), which is clearly correct. The CPS question measures work-limiting disability (whether a disability prevents accepting work), while the ACS question measures a specific sensory impairment (deafness/hearing difficulty). These are fundamentally different constructs - one is about functional work capacity, the other about a specific type of impairment. For feasibility, Raters B and C both coded F3, while Rater A coded F2. The F3 rating is more appropriate because there is no direct logical or empirical mapping between having a hearing impairment and being unable to work. Many deaf/hard-of-hearing individuals can and do work, and many people with work-preventing disabilities do not have hearing impairments. Harmonization would require external data on the relationship between hearing disability and work capacity, which goes beyond statistical adjustment to fundamental incompatibility. ||| [Openai — F3/CC.1] All three raters correctly identify a primary construct mismatch: the survey question defines disability in terms of anticipated work-preventing limitation over the next six months, whereas the ACS question measures a specific sensory impairment (deafness/serious difficulty hearing) regardless of work capacity. These constructs are not commensurate: many people with hearing difficulty can work, and many people prevented from working are not deaf/hard of hearing. Because the variables do not measure the same underlying concept, harmonization is not achievable via recoding or reasonable adjustment without introducing a fundamentally different construct. ||| [Google — F3/CC.1] All three raters correctly identify a Construct definition difference (CC.1). The Survey Question measures work limitation (a participation restriction regarding employment), whereas the ACS question measures a specific sensory impairment (hearing). These concepts are fundamentally different; having a hearing impairment does not equate to being unable to work, and being unable to work could be caused by conditions unrelated to hearing. Feasibility is F3 because the variables capture non-overlapping populations and distinct underlying phenomena, making harmonization impossible.",CPS_0716
CPS,CPS_132,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability,F3,CC,CC.1,Concept definition,HIGH,0.0833333333333333,0.194660899518849,Q4,Work prevention/functional limitation construct vs. specific sensory disability (hearing) construct - fundamentally different disability measurement approaches | Work-prevention/accept-any-work limitation (global functional impact) vs. specific sensory impairment (deaf/serious hearing difficulty) | Work capacity/functional limitation (work prevention) vs. specific sensory impairment (hearing/deafness),"[Anthropic — F3/CC.1] All three raters agree on CC.1 (concept definition difference) as the barrier code. The CPS question measures whether a disability prevents work acceptance (functional work limitation), while the ACS question measures a specific sensory impairment (hearing difficulty/deafness). These are fundamentally different constructs - one measures work capacity impact, the other measures presence of a specific type of disability. Having a hearing impairment does not necessarily mean one cannot accept work. Raters A and B both assigned F3 (incompatible), which is appropriate because these constructs cannot be meaningfully harmonized - knowing someone is deaf does not tell us whether they can accept work, and vice versa. Rater C's F2 rating suggesting statistical linking is overly optimistic given the fundamental conceptual mismatch. The relationship between hearing impairment and work prevention would require external data and assumptions that go beyond statistical adjustment. ||| [Openai — F3/CC.1] The two questions measure fundamentally different constructs: the CPS item is a global work-limitation question about whether a disability prevents accepting any kind of work in the next six months (functional impact on employment capacity), while the ACS item is a domain-specific impairment indicator (deafness/serious hearing difficulty). Hearing difficulty does not map deterministically to being prevented from any work, and the CPS work-prevention concept can arise from many non-hearing conditions. Because there is no definitional or operational bridge that allows one to be recoded into the other without introducing a different construct, the primary barrier is construct definition (CC.1) and the pair is not meaningfully harmonizable for the intended variable (incompatible, F3). ||| [Google — F3/CC.1] All three raters correctly identify a fundamental Construct (CC.1) barrier. The Survey question asks about a functional limitation specifically related to employment (work prevention), while the ACS question asks about a specific sensory impairment (hearing/deafness). These are distinct domains; having a hearing impairment does not automatically equate to being prevented from working, and being prevented from working could stem from non-hearing disabilities. Consequently, the variables measure different things and are not harmonizable (F3), as direct mapping or simple statistical adjustment cannot bridge the semantic gap between a specific physical condition and a general socio-economic outcome.",CPS_0722
CPS,CPS_135,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability,F3,CC,CC.1,Concept definition,HIGH,0.0833333333333333,0.194660899518849,Q4,"CPS operationalizes disability through work prevention (employment barrier over 6 months); ACS operationalizes disability through specific sensory impairment (hearing). These are different functional domains with no direct mapping between them. | CPS measures any disability that prevents accepting any work in the next 6 months; ACS measures only hearing impairment (deaf/serious difficulty hearing), a different construct that cannot be mapped to overall work-preventing disability. | CPS measures work disability (employment barrier); ACS measures hearing impairment (sensory limitation). Different functional domains and severity thresholds.","[Anthropic — F3/CC.2] Two raters (B and C) agree on CC.2 with F3 feasibility, while Rater A coded CC.1 with F2. The key distinction is whether this is a concept definition difference (CC.1) or an operationalization difference (CC.2). The CPS question operationalizes disability through work prevention (a behavioral/functional outcome), while ACS operationalizes disability through a specific sensory impairment (hearing). Both are measuring 'disability' but through fundamentally different behavioral indicators - one measures employment impact, the other measures a specific physiological function. This is better characterized as CC.2 (different operationalization) rather than CC.1 (different concept definition), since both relate to disability but measure it through incompatible indicators. The F3 rating is appropriate because hearing impairment neither implies nor is implied by work-preventing disability - many deaf individuals work, and many work-preventing disabilities don't involve hearing loss. These cannot be meaningfully harmonized. ||| [Openai — F3/CC.1] The items measure fundamentally different constructs: the CPS question is a broad, prospective work-preventing disability (an overall work limitation over the next six months), whereas the ACS item is a specific functional impairment in a single domain (hearing difficulty) with no direct link to work capacity. This is primarily a concept-definition mismatch (what is being measured) rather than a mere difference in indicators for the same underlying concept. Because ACS hearing status cannot be validly transformed into a general work-preventing disability measure without substantial external information—and would omit non-hearing-related disabilities while misclassifying many with hearing loss who can work—the measures are not meaningfully harmonizable to a common variable. ||| [Google — F3/CC.2] Raters B and C correctly identify that the questions measure fundamentally different functional domains (general work limitation vs. specific sensory impairment) that are incompatible for harmonization (F3). While Rater A suggests statistical adjustment, the lack of a consistent logical relationship (one can have a work disability without hearing loss, and vice versa) makes reliable transformation impossible. The barrier is best classified as an operationalization difference (CC.2), as the broad concept of 'disability' is measured via disjoint indicators.",CPS_0740
CPS,CPS_136,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability,F3,CC,CC.1,Concept definition,HIGH,0.0833333333333333,0.194660899518849,Q4,"CPS operationalizes disability as work-preventing capacity limitation; ACS operationalizes disability as a specific sensory impairment (hearing). These are different functional domains with no reliable mapping between them. | CPS asks about a general disability that prevents accepting any work in the next six months; ACS asks only about hearing impairment, which does not map to work-preventing disability. | Survey measures work disability (employment barrier); ACS measures hearing impairment (sensory limitation).","[Anthropic — F3/CC.2] Two raters (B and C) agree on CC.2 with F3 feasibility, while Rater A coded CC.1 with F2. The key distinction is whether this is a concept definition difference (CC.1) or an operationalization difference (CC.2). The CPS question operationalizes disability through its functional impact on work capacity, while ACS operationalizes disability through a specific sensory impairment (hearing). Both questions are measuring 'disability' as a broad concept, but they use fundamentally different behavioral indicators/operationalizations. Hearing impairment is one specific type of disability that may or may not prevent work, while work-preventing disability could stem from many conditions unrelated to hearing. This is clearly an operationalization difference (CC.2) rather than a core concept definition difference. The F3 feasibility is appropriate because these constructs measure different functional domains with no reliable crosswalk - not all hearing-impaired individuals have work-preventing disabilities, and most work-preventing disabilities are unrelated to hearing loss. ||| [Openai — F3/CC.1] The items measure fundamentally different constructs: the CPS question is a broad, future-oriented work-preventing disability (functional limitation affecting ability to accept any work over the next six months), whereas the ACS item is a point-in-time indicator of a specific sensory impairment (serious difficulty hearing/deafness). This is not just a different indicator of the same underlying concept; hearing difficulty is neither necessary nor sufficient for being unable to accept any kind of work. Because the ACS does not capture the work-preventing aspect (nor the breadth of disabilities), a defensible harmonization to the CPS measure is not possible beyond creating a new, different construct (e.g., 'hearing impairment'). Thus the primary barrier is concept definition mismatch and feasibility is incompatible. ||| [Google — F3/CC.2] The two questions measure fundamentally different constructs that cannot be harmonized. The Survey Question measures a functional limitation regarding employment (work disability), while the ACS Question measures a specific sensory impairment (hearing). There is no direct correlation: individuals can have hearing difficulty but no work limitation, or a work limitation unrelated to hearing. Raters B and C correctly identify this as an incompatibility (F3) rooted in the operationalization of disability (CC.2).",CPS_0746
CPS,CPS_137,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability,F3,CC,CC.1,Concept definition,HIGH,0.0833333333333333,0.194660899518849,Q4,"CPS operationalizes disability as work-preventing capacity limitation; ACS operationalizes disability as hearing impairment. Hearing difficulty does not necessarily prevent work acceptance, making these operationally distinct and non-harmonizable. | CPS measures work-preventing disability over the next 6 months (global work incapacity), while ACS measures presence of serious hearing difficulty (specific impairment) without assessing work limitation. | CPS measures work capacity (functional limitation preventing work acceptance); ACS measures hearing difficulty (deaf or serious hearing difficulty).","[Anthropic — F3/CC.2] All three raters correctly identify this as a construct-level barrier. Raters B and C both code CC.2 (operationalization) with F3 (incompatible), while Rater A codes CC.1 (concept definition) with F2. The majority view (B and C) is more accurate: both questions are about disability, so the core concept is similar, but the operationalization differs fundamentally. CPS operationalizes disability through work capacity impact (functional limitation preventing work acceptance), while ACS operationalizes it through a specific sensory domain (hearing difficulty). A person with serious hearing difficulty may or may not be prevented from accepting work - these are distinct behavioral indicators that cannot be reliably mapped to each other. F3 is appropriate because hearing impairment does not deterministically predict work incapacity, making statistical adjustment unreliable. ||| [Openai — F3/CC.1] The two items measure fundamentally different constructs: the CPS question asks about a disability that prevents accepting any work over the next six months (a global, work-limiting capacity concept with a future-oriented conditional), whereas the ACS item asks only about current hearing difficulty (a specific sensory impairment) with no link to work limitation. This is primarily a construct-definition mismatch (what counts as the measured concept differs), not merely different operational indicators of the same construct. Because hearing difficulty neither exhausts nor maps reliably to the CPS concept of being unable to accept any work, there is no defensible direct recode and even modeling would require strong, untestable assumptions; thus the measures are effectively incompatible for harmonization. ||| [Google — F3/CC.2] The two questions measure fundamentally different aspects of disability that are not comparable. The CPS question operationalizes disability via work capacity (an outcome), while the ACS question operationalizes it via a specific sensory functional domain (hearing). A person can be deaf but able to work, or unable to work for reasons unrelated to hearing. Because the behavioral indicators measure distinct constructs (work limitation vs. sensory impairment) rather than just defined variations of the same construct, harmonization is impossible (F3) and the barrier is operational (CC.2).",CPS_0752
CPS,CPS_139,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability,F3,CC,CC.1,Concept definition,HIGH,0.0833333333333333,0.194660899518849,Q4,"CPS defines disability through its impact on work participation (work-limiting, prospective 6-month frame), while ACS defines disability via difficulty with self-care activities (dressing/bathing) - fundamentally different conceptualizations of disability. | Work-preventing/prospective disability construct vs ADL self-care difficulty construct; fundamentally different definitions of disability. | The Survey Question defines disability as a condition preventing work acceptance (labor impact), while the ACS question defines it as difficulty dressing or bathing (self-care functional limitation).","[Anthropic — F3/CC.1] Two raters (A and C) coded CC.1 (concept definition), while Rater B coded CC.2 (operationalization). The key distinction is whether this is a difference in the core concept itself or merely how the same concept is measured. Here, the questions measure fundamentally different constructs: CPS measures disability as work-preventing capacity (an employment/economic participation concept), while ACS measures disability as difficulty with self-care ADLs (a functional limitation concept). These are not different ways of measuring the same underlying concept - they are genuinely different concepts of disability. A person with difficulty dressing may have no work limitations, and someone unable to work may have no ADL difficulties. This is a CC.1 concept definition difference, not CC.2 operationalization. Feasibility is F3 because these constructs cannot be meaningfully harmonized - there is no reliable crosswalk between ADL difficulty and work-preventing disability without external data linking these domains. ||| [Openai — F3/CC.1] The items measure different disability constructs: the survey question defines disability as a work-preventing limitation over the next six months (labor-force participation capacity, prospective), while the ACS item captures difficulty with self-care (dressing/bathing), an ADL functional limitation (typically current/present difficulty). Because the core concept of disability differs (work incapacity vs ADL impairment), there is no defensible direct crosswalk; any linkage would be indirect and model-dependent, with substantial non-overlap (e.g., people with ADL difficulty may still work; people unable to work may not have dressing/bathing difficulty). Thus the primary barrier is conceptual definition (CC.1), and harmonization is effectively incompatible for a common measure (F3). ||| [Google — F3/CC.1] The two questions measure fundamentally different concepts within the domain of disability. The Survey Question measures 'work disability' (economic/labor capacity impact), whereas the ACS question measures 'self-care disability' (functional limitations in Activities of Daily Living). While both fall under the broad umbrella of disability, they are distinct constructs with different definitions and scopes. A person can have difficulty dressing but be able to work, or be unable to work (due to mental health, etc.) but be able to dress. Therefore, they are conceptually distinct (CC.1) and incompatible for harmonization (F3).",CPS_0768
CPS,CPS_146,"BEFORE (name/you) started looking for work, what (was/were) (you/he/she) doing: working, going to school, or something else?",ACS_114,"When did this person last work, even for a few days?",Employment Status,F3,CC,CC.2,Operationalization,HIGH,0.0833333333333333,0.194660899518849,Q4,"CPS measures categorical pre-search activity status (working/school/other) while ACS measures temporal recency of last work - different operationalizations capturing different constructs that cannot be harmonized. | CPS captures categorical pre-job-search activity/status; ACS captures when the person last worked (recency/date of last employment)—different operationalizations of labor-market history. | One question measures a categorical behavioral state (activity type) prior to an event, while the other measures a specific calendar date (recency of work).","[Anthropic — F3/CC.2] Two raters (A and C) agree on CC.2 as the barrier code, identifying that the questions use fundamentally different operationalizations. The CPS question asks about categorical activity status (working, school, or something else) at a specific moment before job search began, while the ACS asks when the person last worked (a temporal/date measure). These are different behavioral indicators measuring different aspects - one captures activity type, the other captures timing of work. While Rater B coded TC.2 (temporal framing), the primary barrier is not just temporal but conceptual: the questions measure different constructs entirely (activity category vs. recency of work). For feasibility, Raters B and C both coded F3, which is more appropriate than Rater A's F2. Even with additional data, you cannot derive 'what activity was the person doing before job search' from 'when did they last work' - these capture fundamentally different information that cannot be statistically bridged. ||| [Openai — F3/CC.2] The primary barrier is construct/operationalization: the CPS item classifies what the person was doing immediately before starting to look for work (a categorical pre-search activity/status), whereas the ACS item measures recency/timing of last employment (a time-since-last-work concept). Although there is also a temporal framing difference, it reflects a deeper mismatch in what is being measured (activity state before job search vs date/recency of last work), so per the coding hierarchy CC takes precedence over TC. Without additional linked information about job-search start and last-work date and strong assumptions, the measures cannot be made comparable; in typical harmonization they are fundamentally incompatible. ||| [Google — F3/CC.2] The two questions measure fundamentally different constructs using different operationalizations. The Survey Question asks for a categorical activity status (working, school, etc.) during a relative time period (before looking for work), whereas the ACS question asks for a specific date or year indicating the recency of the last job. It is not possible to derive the specific activity 'school' or 'something else' from a date of last work, nor can a date be derived from the activity category. Therefore, they are incompatible (F3).",CPS_0382
